,No,Japanese,English,German,French,Korean,Simplified Chinese,Traditional Chinese,Generation,Form,H,A,B,C,D,S,Ability1,Ability2,Ability3,Type1,Type2,Weight,Evolve Flag,GalarPokedex,PaldeaPokedex
751,636,メラルバ,Larvesta,Ignivor,Pyronille,활화르바,燃烧虫,燃燒蟲,5,-,55.0,85.0,55.0,50.0,55.0,60.0,ほのおのからだ,-,むしのしらせ,むし,ほのお,28.8,0,1,1
752,637,ウルガモス,Volcarona,Ramoth,Pyrax,불카모스,火神蛾,火神蛾,5,-,85.0,60.0,65.0,135.0,105.0,100.0,ほのおのからだ,-,むしのしらせ,むし,ほのお,46.0,1,1,1
753,638,コバルオン,Cobalion,Kobalium,Cobaltium,코바르온,勾帕路翁,勾帕路翁,5,-,91.0,90.0,129.0,90.0,72.0,108.0,せいぎのこころ,-,-,はがね,かくとう,250.0,1,1,0
754,639,テラキオン,Terrakion,Terrakium,Terrakium,테라키온,代拉基翁,代拉基翁,5,-,91.0,129.0,90.0,72.0,90.0,108.0,せいぎのこころ,-,-,いわ,かくとう,260.0,1,1,0
755,640,ビリジオン,Virizion,Viridium,Viridium,비리디온,毕力吉翁,畢力吉翁,5,-,91.0,90.0,72.0,90.0,129.0,108.0,せいぎのこころ,-,-,くさ,かくとう,200.0,1,1,0
756,641,トルネロス,Tornadus,Boreos,Boréas,토네로스,龙卷云,龍捲雲,5,-,79.0,115.0,70.0,125.0,80.0,111.0,いたずらごころ,-,まけんき,ひこう,-,63.0,1,1,1
757,641,トルネロス,Tornadus,Boreos,Boréas,토네로스,龙卷云,龍捲雲,5,霊獣フォルム,79.0,100.0,80.0,110.0,90.0,121.0,さいせいりょく,-,-,ひこう,-,63.0,1,1,1
758,642,ボルトロス,Thundurus,Voltolos,Fulguris,볼트로스,雷电云,雷電雲,5,-,79.0,115.0,70.0,125.0,80.0,111.0,いたずらごころ,-,まけんき,でんき,ひこう,61.0,1,1,1
759,642,ボルトロス,Thundurus,Voltolos,Fulguris,볼트로스,雷电云,雷電雲,5,霊獣フォルム,79.0,105.0,70.0,145.0,80.0,101.0,ちくでん,-,-,でんき,ひこう,61.0,1,1,1
760,643,レシラム,Reshiram,Reshiram,Reshiram,레시라무,莱希拉姆,萊希拉姆,5,-,100.0,120.0,100.0,150.0,120.0,90.0,ターボブレイズ,-,-,ドラゴン,ほのお,330.0,1,1,0
761,644,ゼクロム,Zekrom,Zekrom,Zekrom,제크로무,捷克罗姆,捷克羅姆,5,-,100.0,150.0,120.0,120.0,100.0,90.0,テラボルテージ,-,-,ドラゴン,でんき,345.0,1,1,0
762,645,ランドロス,Landorus,Demeteros,Démétéros,랜드로스,土地云,土地雲,5,-,89.0,125.0,90.0,115.0,80.0,101.0,すなのちから,-,ちからずく,じめん,ひこう,68.0,1,1,1
763,645,ランドロス,Landorus,Demeteros,Démétéros,랜드로스,土地云,土地雲,5,霊獣フォルム,89.0,145.0,90.0,105.0,80.0,91.0,いかく,-,-,じめん,ひこう,68.0,1,1,1
764,646,キュレム,Kyurem,Kyurem,Kyurem,큐레무,酋雷姆,酋雷姆,5,-,125.0,130.0,90.0,130.0,90.0,95.0,プレッシャー,-,-,ドラゴン,こおり,325.0,1,1,0
765,646,ブラックキュレム,Kyurem,Kyurem,Kyurem,큐레무,酋雷姆,酋雷姆,5,-,125.0,120.0,90.0,170.0,100.0,95.0,テラボルテージ,-,-,ドラゴン,こおり,325.0,1,1,0
766,646,ホワイトキュレム,Kyurem,Kyurem,Kyurem,큐레무,酋雷姆,酋雷姆,5,-,125.0,170.0,100.0,120.0,90.0,95.0,ターボブレイズ,-,-,ドラゴン,こおり,325.0,1,1,0
767,647,ケルディオ,Keldeo,Keldeo,Keldeo,케르디오,凯路迪欧,凱路迪歐,5,-,91.0,72.0,90.0,129.0,90.0,108.0,せいぎのこころ,-,-,みず,かくとう,48.5,1,1,0
768,647,ケルディオ,Keldeo,Keldeo,Keldeo,케르디오,凯路迪欧,凱路迪歐,5,かくごのすがた,91.0,72.0,90.0,129.0,90.0,108.0,せいぎのこころ,-,-,みず,かくとう,48.5,1,1,0
769,648,メロエッタ,Meloetta,Meloetta,Meloetta,메로엣타,美洛耶塔,美洛耶塔,5,ボイスフォーム,100.0,77.0,77.0,128.0,128.0,90.0,てんのめぐみ,-,-,ノーマル,エスパー,6.5,1,0,1
770,648,メロエッタ,Meloetta,Meloetta,Meloetta,메로엣타,美洛耶塔,美洛耶塔,5,ステップフォルム,100.0,128.0,90.0,77.0,77.0,128.0,てんのめぐみ,-,-,ノーマル,かくとう,6.5,1,0,1
771,649,ゲノセクト,Genesect,Genesect,Genesect,게노세크트,盖诺赛克特,蓋諾賽克特,5,-,71.0,120.0,95.0,120.0,95.0,99.0,ダウンロード,-,-,むし,はがね,82.5,1,1,0
772,650,ハリマロン,Chespin,Igamaro,Marisson,도치마론,哈力栗,哈力栗,6,-,56.0,61.0,65.0,48.0,45.0,38.0,しんりょく,-,ぼうだん,くさ,-,9.0,0,0,1
773,651,ハリボーグ,Quilladin,Igastarnish,Boguérisse,도치보구,胖胖哈力,胖胖哈力,6,-,61.0,78.0,95.0,56.0,58.0,57.0,しんりょく,-,ぼうだん,くさ,-,29.0,0,0,1
774,652,ブリガロン,Chesnaught,Brigaron,Blindépique,브리가론,布里卡隆,布里卡隆,6,-,88.0,107.0,122.0,74.0,75.0,64.0,しんりょく,-,ぼうだん,くさ,かくとう,90.0,1,0,1
775,653,フォッコ,Fennekin,Fynx,Feunnec,푸호꼬,火狐狸,火狐狸,6,-,40.0,45.0,40.0,62.0,60.0,60.0,もうか,-,マジシャン,ほのお,-,9.4,0,0,1
776,654,テールナー,Braixen,Rutena,Roussil,테르나,长尾火狐,長尾火狐,6,-,59.0,59.0,58.0,90.0,70.0,73.0,もうか,-,マジシャン,ほのお,-,14.5,0,0,1
777,655,マフォクシー,Delphox,Fennexis,Goupelin,마폭시,妖火红狐,妖火紅狐,6,-,75.0,69.0,72.0,114.0,100.0,104.0,もうか,-,マジシャン,ほのお,エスパー,39.0,1,0,1
778,656,ケロマツ,Froakie,Froxy,Grenousse,개구마르,呱呱泡蛙,呱呱泡蛙,6,-,41.0,56.0,40.0,62.0,44.0,71.0,げきりゅう,-,へんげんじざい,みず,-,7.0,0,0,1
779,657,ゲコガシラ,Frogadier,Amphizel,Croâporal,개굴반장,呱头蛙,呱頭蛙,6,-,54.0,63.0,52.0,83.0,56.0,97.0,げきりゅう,-,へんげんじざい,みず,-,10.9,0,0,1
780,658,ゲッコウガ,Greninja,Quajutsu,Amphinobi,개굴닌자,甲贺忍蛙,甲賀忍蛙,6,-,72.0,95.0,67.0,103.0,71.0,122.0,げきりゅう,-,へんげんじざい,みず,あく,40.0,1,0,1
781,658,ゲッコウガ,Greninja,Quajutsu,Amphinobi,개굴닌자,甲贺忍蛙,甲賀忍蛙,7,-,72.0,95.0,67.0,103.0,71.0,122.0,キズナヘンゲ,-,-,みず,あく,40.0,1,0,0
782,659,ホルビー,Bunnelby,Sapereau,Sapereau,파르빗,掘掘兔,掘掘兔,6,-,38.0,36.0,38.0,32.0,36.0,57.0,ものひろい,ほおぶくろ,ちからもち,ノーマル,-,5.0,0,1,0
783,660,ホルード,Diggersby,Grebbit,Excavarenne,파르토,掘地兔,掘地兔,6,-,85.0,56.0,77.0,50.0,77.0,78.0,ものひろい,ほおぶくろ,ちからもち,ノーマル,じめん,42.4,1,1,0
784,661,ヤヤコマ,Fletchling,Dartiri,Passerouge,화살꼬빈,小箭雀,小箭雀,6,-,45.0,50.0,43.0,40.0,38.0,62.0,はとむね,-,はやてのつばさ,ノーマル,ひこう,1.7,0,1,1
785,662,ヒノヤコマ,Fletchinder,Dartignis,Braisillon,불화살빈,火箭雀,火箭雀,6,-,62.0,73.0,55.0,56.0,52.0,84.0,ほのおのからだ,-,はやてのつばさ,ほのお,ひこう,16.0,0,1,1
786,663,ファイアロー,Talonflame,Fiaro,Flambusard,파이어로,烈箭鹰,烈箭鷹,6,-,78.0,81.0,71.0,74.0,69.0,126.0,ほのおのからだ,-,はやてのつばさ,ほのお,ひこう,24.5,1,1,1
787,664,コフキムシ,Scatterbug,Purmel,Lépidonille,분이벌레,粉蝶虫,粉蝶蟲,6,-,38.0,35.0,40.0,27.0,25.0,35.0,りんぷん,ふくがん,フレンドガード,むし,-,2.5,0,0,1
788,665,コフーライ,Spewpa,Puponcho,Pérégrain,분떠도리,粉蝶蛹,粉蝶蛹,6,-,45.0,22.0,60.0,27.0,30.0,29.0,だっぴ,-,フレンドガード,むし,-,8.4,0,0,1
789,666,ビビヨン,Vivillon,Vivillon,Prismillon,비비용,彩粉蝶,彩粉蝶,6,-,80.0,52.0,50.0,90.0,50.0,89.0,りんぷん,ふくがん,フレンドガード,むし,ひこう,17.0,1,0,1
790,667,シシコ,Litleo,Leufeo,Hélionceau,레오꼬,小狮狮,小獅獅,6,-,62.0,50.0,58.0,73.0,54.0,72.0,とうそうしん,きんちょうかん,じしんかじょう,ほのお,ノーマル,13.5,0,0,1
791,668,カエンジシ,Pyroar,Pyroleo,Némélios,화염레오,火炎狮,火炎獅,6,-,86.0,68.0,72.0,109.0,66.0,106.0,とうそうしん,きんちょうかん,じしんかじょう,ほのお,ノーマル,81.5,1,0,1
792,669,フラベベ,Flabébé,Flabébé,Flabébé,플라베베,花蓓蓓,花蓓蓓,6,-,44.0,38.0,39.0,61.0,79.0,42.0,フラワーベール,-,きょうせい,フェアリー,-,0.1,0,0,1
793,670,フラエッテ,Floette,Floette,Floette,플라엣테,花叶蒂,花葉蒂,6,-,54.0,45.0,47.0,75.0,98.0,52.0,フラワーベール,-,きょうせい,フェアリー,-,0.9,0,0,1
794,670,フラエッテ,Floette,Floette,Floette,플라엣테,花叶蒂,花葉蒂,6,AZ,74.0,65.0,67.0,125.0,128.0,92.0,フラワーベール,-,きょうせい,フェアリー,-,0.9,0,0,0
795,671,フラージェス,Florges,Florges,Florges,플라제스,花洁夫人,花潔夫人,6,-,78.0,65.0,68.0,112.0,154.0,75.0,フラワーベール,-,きょうせい,フェアリー,-,10.0,1,0,0
796,672,メェークル,Skiddo,Mähikel,Cabriolaine,메이클,坐骑小羊,坐騎小羊,6,-,66.0,65.0,48.0,62.0,57.0,52.0,そうしょく,-,くさのけがわ,くさ,-,31.0,0,0,1
797,673,ゴーゴート,Gogoat,Chevrumm,Chevroum,고고트,坐骑山羊,坐騎山羊,6,-,123.0,100.0,62.0,97.0,81.0,68.0,そうしょく,-,くさのけがわ,くさ,-,91.0,1,0,1
798,674,ヤンチャム,Pancham,Pam-Pam,Pandespiègle,판짱,顽皮熊猫,頑皮熊貓,6,-,67.0,82.0,62.0,46.0,48.0,43.0,てつのこぶし,かたやぶり,きもったま,かくとう,-,8.0,0,1,0
799,675,ゴロンダ,Pangoro,Pandagro,Pandarbare,부란다,流氓熊猫,流氓熊貓,6,-,95.0,124.0,78.0,69.0,71.0,58.0,てつのこぶし,かたやぶり,きもったま,あく,かくとう,136.0,1,1,0
800,676,トリミアン,Furfrou,Coiffwaff,Couafarel,트리미앙,多丽米亚,多麗米亞,6,-,75.0,80.0,60.0,65.0,90.0,102.0,ファーコート,-,-,ノーマル,-,28.0,1,0,0
801,677,ニャスパー,Espurr,Psiau,Psystigri,냐스퍼,妙喵,妙喵,6,-,62.0,48.0,54.0,63.0,60.0,68.0,するどいめ,すりぬけ,マイペース,エスパー,-,3.5,0,1,0
802,678,ニャオニクス,Meowstic,Psiaugon,Mistigrix,냐오닉스,超能妙喵,超能妙喵,6,オス,74.0,48.0,76.0,83.0,81.0,104.0,するどいめ,すりぬけ,いたずらごころ,エスパー,-,8.5,1,1,0
803,678,ニャオニクス,Meowstic,Psiaugon,Mistigrix,냐오닉스,超能妙喵,超能妙喵,6,メス,74.0,48.0,76.0,83.0,81.0,104.0,するどいめ,すりぬけ,かちき,エスパー,-,8.5,1,1,0
804,679,ヒトツキ,Honedge,Gramokles,Monorpale,단칼빙,独剑鞘,獨劍鞘,6,-,45.0,80.0,100.0,35.0,37.0,28.0,ノーガード,-,-,はがね,ゴースト,2.0,0,1,0
805,680,ニダンギル,Doublade,Duokles,Dimoclès,쌍검킬,双剑鞘,雙劍鞘,6,-,59.0,110.0,150.0,45.0,49.0,35.0,ノーガード,-,-,はがね,ゴースト,4.5,0,1,0
806,681,ギルガルド,Aegislash,Durengard,Exagide,킬가르도,坚盾剑怪,堅盾劍怪,6,シールドフォルム,60.0,50.0,140.0,50.0,140.0,60.0,バトルスイッチ,-,-,はがね,ゴースト,53.0,1,1,0
807,681,ギルガルド,Aegislash,Durengard,Exagide,킬가르도,坚盾剑怪,堅盾劍怪,6,アタックフォルム,60.0,140.0,50.0,140.0,50.0,60.0,バトルスイッチ,-,-,はがね,ゴースト,53.0,1,1,0
808,682,シュシュプ,Spritzee,Parfi,Fluvetin,슈쁘,粉香香,粉香香,6,-,78.0,52.0,60.0,63.0,65.0,23.0,いやしのこころ,-,アロマベール,フェアリー,-,0.5,0,1,0
809,683,フレフワン,Aromatisse,Parfinesse,Cocotine,프레프티르,芳香精,芳香精,6,-,101.0,72.0,72.0,99.0,89.0,29.0,いやしのこころ,-,アロマベール,フェアリー,-,15.5,1,1,0
810,684,ペロッパフ,Swirlix,Flauschling,Sucroquin,나룸퍼프,绵绵泡芙,綿綿泡芙,6,-,62.0,48.0,66.0,59.0,57.0,49.0,スイートベール,-,かるわざ,フェアリー,-,3.5,0,1,0
811,685,ペロリーム,Slurpuff,Sabbaione,Cupcanaille,나루림,胖甜妮,胖甜妮,6,-,82.0,80.0,86.0,85.0,75.0,72.0,スイートベール,-,かるわざ,フェアリー,-,5.0,1,1,0
812,686,マーイーカ,Inkay,Iscalar,Sepiatop,오케이징,好啦鱿,好啦魷,6,-,53.0,54.0,53.0,37.0,46.0,45.0,あまのじゃく,きゅうばん,すりぬけ,あく,エスパー,3.5,0,1,0
813,687,カラマネロ,Malamar,Calamanero,Sepiatroce,칼라마네로,乌贼王,烏賊王,6,-,86.0,92.0,88.0,68.0,75.0,73.0,あまのじゃく,きゅうばん,すりぬけ,あく,エスパー,47.0,1,1,0
814,688,カメテテ,Binacle,Bithora,Opermine,거북손손,龟脚脚,龜腳腳,6,-,42.0,52.0,67.0,39.0,56.0,50.0,かたいツメ,スナイパー,わるいてぐせ,いわ,みず,31.0,0,1,0
815,689,ガメノデス,Barbaracle,Thanathora,Golgopathe,거북손데스,龟足巨铠,龜足巨鎧,6,-,72.0,105.0,115.0,54.0,86.0,68.0,かたいツメ,スナイパー,わるいてぐせ,いわ,みず,96.0,1,1,0
816,690,クズモー,Skrelp,Algitt,Venalgue,수레기,垃垃藻,垃垃藻,6,-,50.0,60.0,60.0,60.0,60.0,30.0,どくのトゲ,どくしゅ,てきおうりょく,どく,みず,7.3,0,1,1
817,691,ドラミドロ,Dragalge,Tandrak,Kravarech,드래캄,毒藻龙,毒藻龍,6,-,65.0,75.0,90.0,97.0,123.0,44.0,どくのトゲ,どくしゅ,てきおうりょく,どく,ドラゴン,81.5,1,1,1
818,692,ウデッポウ,Clauncher,Scampisto,Flingouste,완철포,铁臂枪虾,鐵臂槍蝦,6,-,50.0,53.0,62.0,58.0,63.0,44.0,メガランチャー,-,-,みず,-,8.3,0,1,1
819,693,ブロスター,Clawitzer,Wummer,Gamblast,블로스터,钢炮臂虾,鋼炮臂蝦,6,-,71.0,73.0,88.0,120.0,89.0,59.0,メガランチャー,-,-,みず,-,35.3,1,1,1
820,694,エリキテル,Helioptile,Eguana,Galvaran,목도리키텔,伞电蜥,傘電蜥,6,-,44.0,38.0,33.0,61.0,43.0,70.0,かんそうはだ,すながくれ,サンパワー,でんき,ノーマル,6.0,0,1,0
821,695,エレザード,Heliolisk,Elezard,Iguolta,일레도리자드,光电伞蜥,光電傘蜥,6,-,62.0,55.0,52.0,109.0,94.0,109.0,かんそうはだ,すながくれ,サンパワー,でんき,ノーマル,21.0,1,1,0
822,696,チゴラス,Tyrunt,Balgoras,Ptyranidur,티고라스,宝宝暴龙,寶寶暴龍,6,-,58.0,89.0,77.0,45.0,45.0,48.0,がんじょうあご,-,がんじょう,いわ,ドラゴン,26.0,0,1,0
823,697,ガチゴラス,Tyrantrum,Monargoras,Rexillius,견고라스,怪颚龙,怪顎龍,6,-,82.0,121.0,119.0,69.0,59.0,71.0,がんじょうあご,-,いしあたま,いわ,ドラゴン,270.0,1,1,0
824,698,アマルス,Amaura,Amarino,Amagara,아마루스,冰雪龙,冰雪龍,6,-,77.0,59.0,50.0,67.0,63.0,46.0,フリーズスキン,-,ゆきふらし,いわ,こおり,25.2,0,1,0
825,699,アマルルガ,Aurorus,Amagarga,Dragmara,아마루르가,冰雪巨龙,冰雪巨龍,6,-,123.0,77.0,72.0,99.0,92.0,58.0,フリーズスキン,-,ゆきふらし,いわ,こおり,225.0,1,1,0
826,700,ニンフィア,Sylveon,Feelinara,Nymphali,님피아,仙子伊布,仙子伊布,6,-,95.0,65.0,65.0,110.0,130.0,60.0,メロメロボディ,-,フェアリースキン,フェアリー,-,23.5,1,1,1
827,701,ルチャブル,Hawlucha,Resladero,Brutalibré,루차불,摔角鹰人,摔角鷹人,6,-,78.0,92.0,75.0,74.0,63.0,118.0,じゅうなん,かるわざ,かたやぶり,かくとう,ひこう,21.5,1,1,1
828,702,デデンネ,Dedenne,Dedenne,Dedenne,데덴네,咚咚鼠,咚咚鼠,6,-,67.0,58.0,57.0,81.0,67.0,101.0,ほおぶくろ,ものひろい,プラス,でんき,フェアリー,2.2,1,1,1
829,703,メレシー,Carbink,Rocara,Strassie,멜리시,小碎钻,小碎鑽,6,-,50.0,50.0,150.0,50.0,150.0,50.0,クリアボディ,-,がんじょう,いわ,フェアリー,5.7,1,1,1
830,704,ヌメラ,Goomy,Viscora,Mucuscule,미끄메라,黏黏宝,黏黏寶,6,-,45.0,50.0,35.0,55.0,75.0,40.0,そうしょく,うるおいボディ,ぬめぬめ,ドラゴン,-,2.8,0,1,1
831,705,ヌメイル,Sliggoo,Viscargot,Colimucus,미끄네일,黏美儿,黏美兒,6,-,68.0,75.0,53.0,83.0,113.0,60.0,そうしょく,うるおいボディ,ぬめぬめ,ドラゴン,-,17.5,0,1,1
832,705,ヌメイル,Sliggoo,Viscargot,Colimucus,미끄네일,黏美儿,黏美兒,9,ヒスイのすがた,58.0,75.0,83.0,83.0,113.0,40.0,そうしょく,シェルアーマー,ぬめぬめ,はがね,ドラゴン,68.5,0,0,1
833,706,ヌメルゴン,Goodra,Viscogon,Muplodocus,미끄래곤,黏美龙,黏美龍,6,-,90.0,100.0,70.0,110.0,150.0,80.0,そうしょく,うるおいボディ,ぬめぬめ,ドラゴン,-,150.5,1,1,1
834,706,ヌメルゴン,Goodra,Viscogon,Muplodocus,미끄래곤,黏美龙,黏美龍,9,ヒスイのすがた,80.0,100.0,100.0,110.0,150.0,60.0,そうしょく,シェルアーマー,ぬめぬめ,はがね,ドラゴン,334.1,1,0,1
835,707,クレッフィ,Klefki,Clavion,Trousselin,클레피,钥圈儿,鑰圈兒,6,-,57.0,80.0,91.0,80.0,87.0,75.0,いたずらごころ,-,マジシャン,フェアリー,はがね,3.0,1,1,1
836,708,ボクレー,Phantump,Paragoni,Brocélôme,나목령,小木灵,小木靈,6,-,43.0,70.0,48.0,50.0,60.0,38.0,しぜんかいふく,おみとおし,しゅうかく,ゴースト,くさ,7.0,0,1,0
837,709,オーロット,Trevenant,Trombork,Desséliande,대로트,朽木妖,朽木妖,6,-,85.0,110.0,76.0,65.0,82.0,56.0,しぜんかいふく,おみとおし,しゅうかく,ゴースト,くさ,71.0,1,1,0
838,710,バケッチャ,Pumpkaboo,Irrbis,Pitrouille,호바귀,南瓜精,南瓜精,6,小,44.0,66.0,70.0,44.0,55.0,56.0,ものひろい,おみとおし,ふみん,ゴースト,くさ,15.0,0,1,0
839,710,バケッチャ,Pumpkaboo,Irrbis,Pitrouille,호바귀,南瓜精,南瓜精,6,普,49.0,66.0,70.0,44.0,55.0,51.0,ものひろい,おみとおし,ふみん,ゴースト,くさ,15.0,0,1,0
840,710,バケッチャ,Pumpkaboo,Irrbis,Pitrouille,호바귀,南瓜精,南瓜精,6,大,54.0,66.0,70.0,44.0,55.0,46.0,ものひろい,おみとおし,ふみん,ゴースト,くさ,15.0,0,1,0
841,710,バケッチャ,Pumpkaboo,Irrbis,Pitrouille,호바귀,南瓜精,南瓜精,6,特大,59.0,66.0,70.0,44.0,55.0,41.0,ものひろい,おみとおし,ふみん,ゴースト,くさ,15.0,0,1,0
842,711,パンプジン,Gourgeist,Pumpdjinn,Banshitrouye,펌킨인,南瓜怪人,南瓜怪人,6,小,55.0,85.0,122.0,58.0,75.0,99.0,ものひろい,おみとおし,ふみん,ゴースト,くさ,9.5,1,1,0
843,711,パンプジン,Gourgeist,Pumpdjinn,Banshitrouye,펌킨인,南瓜怪人,南瓜怪人,6,普,65.0,90.0,122.0,58.0,75.0,84.0,ものひろい,おみとおし,ふみん,ゴースト,くさ,12.5,1,1,0
844,711,パンプジン,Gourgeist,Pumpdjinn,Banshitrouye,펌킨인,南瓜怪人,南瓜怪人,6,大,75.0,95.0,122.0,58.0,75.0,69.0,ものひろい,おみとおし,ふみん,ゴースト,くさ,14.0,1,1,0
845,711,パンプジン,Gourgeist,Pumpdjinn,Banshitrouye,펌킨인,南瓜怪人,南瓜怪人,6,特大,85.0,100.0,122.0,58.0,75.0,54.0,ものひろい,おみとおし,ふみん,ゴースト,くさ,39.0,1,1,0
846,712,カチコール,Bergmite,Arktip,Grelaçon,꽁어름,冰宝,冰寶,6,-,55.0,69.0,85.0,32.0,35.0,28.0,マイペース,アイスボディ,がんじょう,こおり,-,99.5,0,1,1
847,713,クレベース,Avalugg,Arktilas,Séracrawl,크레베이스,冰岩怪,冰岩怪,6,-,95.0,117.0,184.0,44.0,46.0,28.0,マイペース,アイスボディ,がんじょう,こおり,-,505.0,1,1,1
848,713,クレベース,Avalugg,Arktilas,Séracrawl,크레베이스,冰岩怪,冰岩怪,9,ヒスイのすがた,95.0,127.0,184.0,34.0,36.0,38.0,がんじょうあご,アイスボディ,がんじょう,こおり,いわ,262.4,1,0,1
849,714,オンバット,Noibat,eF-eM,Sonistrelle,음뱃,嗡蝠,嗡蝠,6,-,40.0,30.0,35.0,45.0,40.0,55.0,おみとおし,すりぬけ,テレパシー,ドラゴン,ひこう,8.0,0,1,1
850,715,オンバーン,Noivern,UHaFnir,Bruyverne,음번,音波龙,音波龍,6,-,85.0,70.0,80.0,97.0,80.0,123.0,おみとおし,すりぬけ,テレパシー,ドラゴン,ひこう,85.0,1,1,1
851,716,ゼルネアス,Xerneas,Xerneas,Xerneas,제르네아스,哲尔尼亚斯,哲爾尼亞斯,6,-,126.0,131.0,95.0,131.0,98.0,99.0,フェアリーオーラ,-,-,フェアリー,-,215.0,1,1,0
852,717,イベルタル,Yveltal,Yveltal,Yveltal,이벨타르,伊裴尔塔尔,伊裴爾塔爾,6,-,126.0,131.0,95.0,131.0,98.0,99.0,ダークオーラ,-,-,あく,ひこう,203.0,1,1,0
853,718,ジガルデ,Zygarde,Zygarde,Zygarde,지가르데,基格尔德,基格爾德,6,-,108.0,100.0,121.0,81.0,95.0,95.0,オーラブレイク,-,スワームチェンジ,ドラゴン,じめん,305.0,1,1,0
854,718,ジガルデ,Zygarde,Zygarde,Zygarde,지가르데,基格尔德,基格爾德,6,10%フォルム,54.0,100.0,71.0,61.0,85.0,115.0,オーラブレイク,-,スワームチェンジ,ドラゴン,じめん,33.5,1,1,0
855,718,ジガルデ,Zygarde,Zygarde,Zygarde,지가르데,基格尔德,基格爾德,6,パーフェクトフォルム,216.0,100.0,121.0,91.0,95.0,85.0,スワームチェンジ,-,-,ドラゴン,じめん,610.0,1,1,0
856,719,ディアンシー,Diancie,Diancie,Diancie,디안시,蒂安希,蒂安希,6,-,50.0,100.0,150.0,100.0,150.0,50.0,クリアボディ,-,-,いわ,フェアリー,8.8,1,1,0
857,719,メガディアンシー,Diancie,Diancie,Diancie,디안시,蒂安希,蒂安希,6,メガシンカ,50.0,160.0,110.0,160.0,110.0,110.0,マジックミラー,-,-,いわ,フェアリー,27.8,1,0,0
858,720,フーパ,Hoopa,Hoopa,Hoopa,후파,胡帕,胡帕,6,いましめのすがた,80.0,110.0,60.0,150.0,130.0,70.0,マジシャン,-,-,エスパー,ゴースト,9.0,1,0,1
859,720,フーパ,Hoopa,Hoopa,Hoopa,후파,胡帕,胡帕,6,かいほうのすがた,80.0,160.0,60.0,170.0,130.0,80.0,マジシャン,-,-,エスパー,あく,490.0,1,0,1
860,721,ボルケニオン,Volcanion,Volcanion,Volcanion,볼케니온,波尔凯尼恩,波爾凱尼恩,6,-,80.0,110.0,120.0,130.0,90.0,70.0,ちょすい,-,-,ほのお,みず,195.0,1,1,1
861,722,モクロー,Rowlet,Bauz,Brindibou,나몰빼미,木木枭,木木梟,7,-,68.0,55.0,55.0,50.0,50.0,42.0,しんりょく,-,えんかく,くさ,ひこう,1.5,0,1,1
862,723,フクスロー,Dartrix,Arboretoss,Efflèche,빼미스로우,投羽枭,投羽梟,7,-,78.0,75.0,75.0,70.0,70.0,52.0,しんりょく,-,えんかく,くさ,ひこう,16.0,0,1,1
